what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362589751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353362597243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362603301
executed,command,,,"org.eclipse.m2e.core.pomFileActionWithDialog.run",1353362603321
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353362605384
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353362605422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362608481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362610130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362611546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362613228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362613722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362614907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362616459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362619037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362625008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362765931
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353362770257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362773313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362782385
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353362788616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362802664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362804393
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1353362805400
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1353362807181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362809390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362813148
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1353362813155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1353362813155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362814081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362992369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353362993690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363022558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1353363022571
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1353363023869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363024737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1353363048909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1353363049766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363072040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1353363072055
jar,m2e.packaging,org.eclipse.m2e.core,1.0.200,"jar",1353363072290
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1353363072290
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1353363072290
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1353363072290
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1353363072290
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1353363072290
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1353363072290
jar:default-jar:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-jar-plugin:2.3.1",1353363072290
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1353363072290
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1353363072290
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1353363072290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363078018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363150801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1353363153558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363157720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353363566077
