what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491521290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353491531001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491534607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491534607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491534685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491589894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491591987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491591987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491592080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491601935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353491611260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491613134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491623176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491628986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491667266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491683790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1353491691053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491694208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491701954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491710982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491718244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491734097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491754510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491762194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491765161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491790166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491802083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1353491810876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491819356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353491823105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491833663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491833663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491833741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491878274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491879867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491879867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491879977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353491950628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353491961531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353491974104
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353491992524
activated,editor,org.eclipse.m2e.editor,1.1.0.20120130-1704,"org.eclipse.m2e.editor.MavenPomEditor",1353492000450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492003346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1353492003424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492005526
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353492007488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492023215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492036513
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1353492039533
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1353492039642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492040795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353492040810
